gene_id	SET1A mean gb	SET1A mean promoter	ZC3H4 mean gb	ZC3H4 mean promoter	H3K4me3 mean gb	H3K4me3 mean promoter
ENSMUSG00000100169	0.03239871	-0.18504134	-0.36243016	-0.27228153	-0.14327724	-0.23403692
ENSMUSG00000086533	0.06687798	-0.066837765	0.22461435	-0.030371247	0.059028685	0.12942459
ENSMUSG00000115262	-1.2353017	-1.2304705	-1.1941359	-0.56341666	-0.4284384	-0.5494561
ENSMUSG00000108875	0.046088185	-0.2635811	-0.3374598	-0.36530006	-0.038188405	-0.19600973
ENSMUSG00000041762	0.06104411	0.4893314	-0.11078762	0.3092483	0.046416596	0.28704536
ENSMUSG00000085180	-1.2353017	-1.2304705	-1.1941359	-0.56341666	-0.4284384	-0.5494561
ENSMUSG00000033182	0.083632916	0.26662067	0.54143345	0.40546906	0.12011842	-0.007874965
ENSMUSG00000103588	-0.12106994	-0.4325284	-0.29245204	-0.5141988	-0.18423755	-0.29645374
ENSMUSG00000056131	0.055395648	0.6101059	0.23213372	0.4059279	0.08856133	0.39581096
ENSMUSG00000109994	-0.015247405	-0.3409729	-0.1945307	-0.2970806	-0.029393071	-0.14458416
ENSMUSG00000099760	-0.010966609	-0.22551948	-0.06670407	-0.18305798	-0.1662881	-0.1243746
ENSMUSG00000006575	0.21181756	0.2886538	0.7399582	0.2421347	0.13050117	0.16766307
ENSMUSG00000112035	0.08371485	-0.11177131	0.34625167	0.22234608	0.045411427	-0.104916625
ENSMUSG00000005774	0.14422394	0.3241192	0.6792212	0.41548312	0.0830232	0.174652
ENSMUSG00000110624	0.10226451	-0.19254397	0.39895707	-0.0152941495	0.011128363	-0.07608686
ENSMUSG00000072739	0.05929023	-0.172366	-0.24487963	-0.42330378	-0.04399788	-0.24607377
ENSMUSG00000047150	0.06634019	0.22575955	-0.20284384	0.2300926	0.07948701	0.2042411
ENSMUSG00000018733	0.19833605	0.765437	1.0801429	0.54534847	0.1599339	0.3046496
ENSMUSG00000091415	0.08408563	0.44545138	0.0022882698	0.37246254	0.12519513	0.2636185
ENSMUSG00000020085	0.04281135	-0.1265395	-0.100678034	0.041248634	0.087305464	0.032485098
ENSMUSG00000100781	0.10044413	-0.2275634	-0.096017	-0.3085385	0.27227813	-0.13267775
ENSMUSG00000086184	0.50369334	0.5433982	1.5339595	0.5048921	0.17986336	0.3921855
ENSMUSG00000002250	0.13040051	0.3616968	0.28520405	0.363055	0.14842273	0.23734562
ENSMUSG00000060803	0.15422519	0.34358525	0.7318161	0.5211468	0.143315	0.109946355
ENSMUSG00000097725	0.051172376	0.35503942	-0.27427247	0.36666575	0.025199434	0.23432153
ENSMUSG00000035011	-1.2353017	-1.2304705	-1.1941359	-0.56341666	-0.4284384	-0.5494561
ENSMUSG00000085156	0.65857476	0.7447817	1.8749763	0.7193007	0.20874172	0.34407267
ENSMUSG00000070822	0.030788947	-1.0670916	-0.23719835	-0.56133324	0.22156236	-0.46913347
ENSMUSG00000021322	0.015265961	-0.33410212	-0.062330626	-0.43762282	0.07632301	-0.20639218
ENSMUSG00000107638	-0.017540362	-0.3353407	-0.13084084	-0.34308288	-0.11371198	-0.19880754
ENSMUSG00000026815	0.148109	-0.15424371	0.28153443	-0.24253266	0.12827347	-0.11666235
