	H2AK119ub1 mean gb	H2AK119ub1 mean promoter	H3K27me3 mean gb	H3K27me3 mean promoter	H3K4me3 mean gb	H3K4me3 mean promoter	RING1B mean gb	RING1B mean promoter	SUZ12 mean gb	SUZ12 mean promoter
ENSMUSG00000037437	-0.0138246	-0.020792224	-0.21467325	-0.026766732	-0.045738026	-0.086904936	-0.04557423	0.018167492	0.027827628	0.030963082
ENSMUSG00000090691	-0.04122203	0.018576102	-0.12433863	-0.057812054	-0.04478814	0.41685915	0.05338846	0.3254392	0.026358189	-0.26267198
ENSMUSG00000025938	-0.044202883	0.05570357	-0.17324503	-0.12381075	-0.0067596175	0.3643646	0.029104427	0.347332	0.026639767	-0.40255958
ENSMUSG00000037355	-0.040373378	0.0015729254	0.06651413	-0.0036832592	-0.05598824	0.499501	0.032730903	0.16100247	0.058669083	-0.0055396147
ENSMUSG00000056673	-0.22508131	-0.008791618	0.24094655	-0.00045903132	-0.24460134	-0.124790296	-0.5932131	-0.2656626	-0.052873027	0.34582472
ENSMUSG00000052302	-0.013294766	0.051790457	-0.37060723	-0.14255628	0.072858885	0.39405236	0.29585728	0.262044	-0.038381733	-0.40423134
ENSMUSG00000030323	-0.039247036	0.011893346	0.21994042	0.13296649	-0.0440634	0.4706498	0.02558059	0.081473604	0.02302117	0.11690832
ENSMUSG00000046854	0.08991851	0.00474949	-0.23562561	0.053990968	0.28640133	0.20772019	0.15801056	0.13429421	-0.022537425	0.0088296
ENSMUSG00000114352	0.026052777	0.0038500382	-0.21263541	0.020414954	-0.11545461	-0.34382373	-0.10173635	-0.19181554	0.016799714	0.088095725
ENSMUSG00000024620	0.016992072	-0.015425895	-0.04214744	-0.028313594	0.020242386	-0.07527296	0.036024325	-0.013753061	0.033196915	0.0030100145
ENSMUSG00000097974	0.12209933	0.08975529	-0.41969	-0.1442838	0.14998475	0.4328845	0.35965857	0.25340924	-0.10250002	-0.42160803
ENSMUSG00000105317	0.014088898	0.0018974962	-0.21731351	-0.014471814	-0.09251687	-0.40955487	0.006061321	-0.22416855	0.026906747	0.08786124
ENSMUSG00000099689	-0.025183154	0.0039474308	0.3110654	0.0064274846	0.23487988	0.20188247	0.014870972	0.06416899	0.041984558	0.09723328
ENSMUSG00000087084	0.0025746718	-0.021072939	-0.015472594	-0.032727823	-0.047483537	-0.09845165	0.101523995	0.04383725	0.027678719	0.06351255
ENSMUSG00000085054	0.0819777	-0.0008773513	0.056740027	0.088951536	-0.15099867	0.4885205	0.05667581	0.2440446	0.010884731	0.052283432
ENSMUSG00000056569	-0.0014948639	0.005686511	-0.24548474	0.028648533	0.2004249	0.5054347	0.10547413	0.03634846	-0.036075354	0.12200582
ENSMUSG00000097214	-0.026538236	-0.08003266	0.32378337	0.22476736	-0.16873765	-0.32953358	-0.414759	-0.36576843	-0.16935174	-0.03336062
ENSMUSG00000112425	-0.04889359	0.008660861	-0.15957749	-0.030524751	0.2918577	-0.25368774	0.122910045	-0.24735157	-0.02335339	0.1799333
ENSMUSG00000006386	0.0080416985	0.011938196	-0.13460769	-0.008441678	-0.0120630665	0.17609507	-0.008732401	0.02248675	0.041204263	0.056933142
ENSMUSG00000026482	-0.06208276	0.0056328094	-0.119832605	-0.01904064	-0.0026408	0.6301721	0.045416713	0.2585055	0.034271434	-0.18894674
ENSMUSG00000095334	0.06599434	0.0052377894	-0.33499032	0.073934734	0.3589974	-0.114097744	0.16351202	-0.17947319	-0.11992889	0.11323249
ENSMUSG00000051674	-0.043127414	0.0014018127	0.021323705	-0.03846543	0.2324093	-0.11915342	0.08085701	-0.059177753	-0.0042420593	0.08069425
ENSMUSG00000096323	-0.0016324886	0.021013828	-0.21497497	-0.0070448034	-0.010017245	-0.22425424	0.0216454	-0.12309297	0.029877955	0.21980171
ENSMUSG00000025140	0.010592821	-0.0038029067	0.1834597	-0.003844639	0.002678602	0.17057861	0.068384655	0.111701995	0.063679226	-0.013578694
ENSMUSG00000023960	-0.029817697	-0.027636012	-0.15856373	-0.017821003	-0.08055756	0.07480577	-0.015899166	0.050798703	0.03161339	0.0006684211
ENSMUSG00000031156	0.026719656	-0.010272653	0.6856563	0.30000603	-0.040227614	0.118601866	-0.39100733	-0.010683012	-0.10418987	0.112598136
ENSMUSG00000026024	0.048349276	0.0012996135	0.5120667	-0.009736871	-0.088534795	0.4628857	-0.019725267	0.14574324	-0.0072981203	0.07732068
ENSMUSG00000023010	-0.087415926	0.002710624	0.3633503	0.1632895	0.17364416	0.34973356	0.09674196	0.1431479	0.024796002	0.07048354
ENSMUSG00000001105	-4.60332e-05	0.006033058	0.5069372	0.037991296	0.19262548	0.58787763	0.12725355	0.045768406	0.056228295	0.10728147
ENSMUSG00000002565	-0.011389254	0.016207248	-0.3127485	-0.14610921	-0.085591964	0.20246525	-0.12581104	0.15806846	0.022404885	-0.27619603
ENSMUSG00000029777	0.044145007	0.0110433735	0.5834481	-0.018608116	0.028373625	0.5338794	0.03729275	0.16934016	0.023409082	-0.06814345
ENSMUSG00000019843	-0.06949131	0.004361923	0.007325309	-0.028582778	0.033275273	0.004648697	0.045081664	0.20089807	0.022778694	-0.2259357
ENSMUSG00000032611	-0.0076053627	-0.0007856808	0.27241305	0.082155526	-0.053338688	0.10677412	0.05317005	0.0867872	0.013737073	0.05743381
ENSMUSG00000113689	0.019047206	0.00078872585	-0.13124686	0.0140103	-0.11238035	-0.3257911	-0.019911686	-0.19337538	0.011138347	0.06742488
ENSMUSG00000040264	0.003988945	0.0052523464	-0.2775245	-0.023966135	-0.14436033	-0.3577704	0.033090554	-0.090931386	0.033254974	0.11970846
ENSMUSG00000097281	-0.016093232	-0.01645406	0.054554168	0.052474063	-0.08987953	0.08012075	0.057857163	-0.048124574	-0.008288635	0.06701763
ENSMUSG00000039210	0.013485282	0.0070432904	0.37056035	0.026754087	-0.048868127	0.36336547	-0.010078919	0.09736672	-0.0052452236	0.049808577
ENSMUSG00000038764	-0.08694277	0.014856462	0.13462174	-0.022688493	0.09008009	0.4535722	0.12077036	0.25874317	0.023985289	-0.18277544
ENSMUSG00000070683	-0.047559004	0.018220076	-0.3051232	-0.059616055	0.21316162	-0.3066931	0.34952885	-0.09009933	-0.110744424	0.06270431
ENSMUSG00000069998	0.017752703	0.0013618949	-0.21385929	-0.029585145	-0.12385168	-0.4002236	-0.0132059	-0.18409197	0.024438996	0.088641085
ENSMUSG00000047992	0.014688667	0.032486707	-0.36077514	-0.10610244	0.154878	0.044146426	0.25593933	0.2112466	-0.06825383	-0.20987779
ENSMUSG00000047368	0.0363496	0.0128067145	0.06484445	0.0022566929	0.32153815	0.598763	0.050570194	0.11516074	0.0649284	0.017192388
ENSMUSG00000028580	0.08412588	0.00480803	0.64645183	0.16910788	0.21889502	0.47192627	0.07091569	0.095176846	0.03545198	0.06412
ENSMUSG00000020307	-0.06763593	0.0138310855	0.7624263	0.22691183	0.45455456	0.4030663	0.12873083	0.076634854	0.029916536	0.067960195
ENSMUSG00000038214	-0.0370814	0.021013157	-0.15397002	-0.026562776	0.18105243	0.57902086	0.16150531	0.34765354	-0.014511212	-0.18561137
ENSMUSG00000020527	-0.033425696	0.0072028134	0.57060075	-0.0018828758	-0.028629022	0.48285404	0.007167303	0.2014432	0.010859248	-0.03827972
ENSMUSG00000087613	0.043383595	0.019461155	0.069852404	0.11503066	0.011634449	-0.1822683	0.0766759	-0.118244894	0.01958208	0.08776489
ENSMUSG00000032383	-0.07049412	0.0013657473	0.4665874	-0.0037467105	0.049938396	0.51814777	0.10371505	0.14204888	0.028654108	0.0077005774
ENSMUSG00000044042	-0.0005807767	-0.0011002924	-0.1561809	-0.068487525	-0.053678203	0.29752287	-0.050529532	0.20704386	0.023447469	-0.16883092
ENSMUSG00000078552	-0.05542965	0.0038541055	0.73119706	0.2791025	0.03478589	-0.12796135	0.09823009	-0.10038972	0.017636238	0.085507385
ENSMUSG00000108095	-0.084325045	0.0028513584	-0.0155133195	0.19717439	0.31066123	-0.2938599	0.21362033	-0.18200114	-0.018886667	0.05970384
ENSMUSG00000039878	-0.020775571	-0.0031148277	0.12645411	0.19884263	-0.058354728	-0.14813924	0.03955551	-0.06636616	0.054181814	0.06796408
ENSMUSG00000050558	-0.044425815	0.014794547	-0.28928313	-0.12701248	-0.05835966	0.32661715	0.037695196	0.23027726	0.042167004	-0.29231223
ENSMUSG00000024516	-0.044867944	-0.0026057258	-0.06532535	-0.0025335597	-0.023285598	0.49563503	0.044073455	0.17012998	0.031960156	0.00063067593
ENSMUSG00000033031	0.11272568	-0.0033853014	0.72392833	0.14372127	0.035955455	0.5781132	0.051186163	0.048866756	-0.014817138	0.10183189
ENSMUSG00000059602	-0.03922383	-0.017413901	-0.15462367	0.0037012878	-0.018602684	0.40277737	-0.011788684	0.008400443	0.025686383	-0.019370718
ENSMUSG00000041949	0.008242487	0.010024824	0.4002884	0.0189222	-0.04787287	0.2756614	0.015299946	0.013848424	0.0009034403	0.10978342
ENSMUSG00000001323	-0.019118233	-0.00036936157	0.21728164	0.019141091	-0.02528499	0.50199896	0.084245056	0.22815858	0.030246018	0.0049077137
ENSMUSG00000069208	0.020587398	0.0042972346	0.3084449	0.018855564	-0.04969498	0.46766514	0.037365478	0.0058677113	0.01356782	0.069025524
ENSMUSG00000020170	0.0044914545	0.0016372346	0.20923133	-0.006447979	-0.022382995	0.46310055	0.031164894	0.20257811	0.024155514	-0.121112995
ENSMUSG00000024758	-0.0037198218	0.0045332233	0.14725825	0.056506146	0.08400125	0.46241817	0.041869268	0.22395633	0.03931318	0.07301308
ENSMUSG00000078799	0.02869963	-0.016257353	-0.22514771	-0.01967648	-0.13665907	-0.39548522	-0.15154582	-0.15452287	0.008225601	0.09713204
ENSMUSG00000021123	-0.015087787	0.014012398	-0.20672162	0.0012881482	-0.07709652	0.10422138	0.036257543	-0.129008	0.01798308	0.11832874
ENSMUSG00000048799	0.02029212	0.0041311868	0.4345527	-0.01766256	-0.03362986	0.51740533	-0.0039817896	0.14858325	0.00703518	-0.037256658
ENSMUSG00000032590	-0.04797216	0.008078824	0.5442843	-0.0023971947	-0.004353993	0.46929553	0.0061424454	0.14326797	0.034307435	0.034959275
ENSMUSG00000019210	0.070928104	0.0032097271	0.56932884	0.07998831	0.027725222	0.3263938	-0.010025755	0.098835744	-0.010160485	0.06848091
ENSMUSG00000045693	0.051810667	-0.03890498	-0.16007648	0.2201319	-0.09880252	-0.41825348	-0.16292666	-0.3461814	-0.012651143	0.0078655705
ENSMUSG00000083817	0.032263644	0.030407684	-0.27647933	0.11522849	-0.20519644	-0.24240015	0.05954051	-0.12788953	0.022444382	0.070744425
ENSMUSG00000022498	0.0018709431	0.0036373227	0.3625677	-0.013651959	-0.06768138	0.52239025	-0.0046890997	0.16703789	0.00057033205	-0.06902995
ENSMUSG00000074796	-0.031155702	0.008773232	-0.06759102	-0.009310845	-0.010923088	0.57946664	0.112784	0.25416383	0.05058206	-0.15283696
ENSMUSG00000042419	-0.044471134	0.0054570474	0.020145614	-0.016810954	0.1837206	0.43414074	0.10719514	0.15858959	-0.0053236843	-0.034006376
ENSMUSG00000010392	-0.005991492	0.005853961	0.45107737	-0.011819044	-0.004973471	0.37355757	0.05578457	-0.009686521	0.026837537	0.08823794
ENSMUSG00000034427	-0.021191351	0.07140312	-0.17885302	-0.12597561	0.11791082	0.16900364	0.20254686	0.21811873	0.042702883	-0.3600203
ENSMUSG00000042345	-0.033865172	0.006821761	0.27155364	-0.03935367	0.14402305	-0.16533156	0.040941685	-0.07797981	0.021387791	0.07698896
ENSMUSG00000029346	-0.055295154	0.0016845961	0.6313557	-0.008874278	0.0050549866	0.3341463	0.049970772	0.096218705	0.027074689	0.01257422
ENSMUSG00000073982	-0.057676263	0.002292916	-0.17409663	-0.04008942	0.42915645	-0.4055518	0.18788858	-0.15424824	-0.05297183	0.08025579
ENSMUSG00000086451	-0.029801063	0.0011847324	-0.18719716	-0.0183925	-0.016528485	0.5917002	-0.015071836	0.13398561	0.03519979	-0.08935676
ENSMUSG00000081768	0.072665505	0.0032955792	-0.25268808	-0.015134157	0.19882801	-0.42109007	0.028400544	-0.11652624	0.045263905	0.095109075
ENSMUSG00000040321	0.06348974	0.003197907	0.36679792	-0.013240915	0.110641375	0.45900792	0.06632465	0.13765822	0.05079025	0.07630844
ENSMUSG00000026117	-0.045308452	0.007924898	-0.11456851	-0.04888783	0.19505261	-0.25755888	0.17185795	0.007039656	-0.004607695	0.059070107
ENSMUSG00000068290	-0.07489459	-0.0012680164	0.63254464	0.07919699	-0.012351616	0.19120683	0.06989339	0.1331676	0.0135402195	0.04417325
ENSMUSG00000037134	0.034825902	-0.00043947928	0.47939926	-0.017415676	-0.06183881	0.35119346	0.008466799	0.055317543	-0.0005420013	0.06315546
ENSMUSG00000039632	0.1847862	0.004248356	-0.3270066	0.057341672	0.042227156	0.40004662	0.15616179	0.10376879	0.010476044	0.04025663
ENSMUSG00000037029	-0.06738981	0.009210232	0.36505774	0.05873782	0.18175171	0.5108859	0.12809227	0.053054757	0.022282334	0.076919265
ENSMUSG00000118356	-0.028515697	-0.001718875	-0.23107566	-0.0442599	-0.122130714	-0.3674783	0.0038070297	-0.034836583	0.018138945	0.077748105
ENSMUSG00000060314	0.0050982963	0.0107292365	0.28324634	-0.023113303	0.013459402	0.41590285	0.09413286	0.08196487	0.03715247	0.09869772
ENSMUSG00000027524	-0.029259428	0.028742068	-0.23493347	-0.13355233	-0.04643451	0.16508982	-0.01583223	0.16051017	0.068273656	-0.22675511
ENSMUSG00000037465	-0.05917006	0.0019868	0.40597844	0.08644472	0.45225945	0.61121815	0.17471093	0.26798645	0.016210787	-0.023362165
ENSMUSG00000066952	-0.025819842	-0.008799052	-0.16596833	-0.04588138	0.038630936	-0.17763343	0.05037191	-0.009292491	0.027381252	0.021273999
ENSMUSG00000033416	-0.04955829	0.005632646	-0.14549853	0.027717335	0.038165383	0.75734866	0.029325781	0.14609896	0.028281901	0.06718874
ENSMUSG00000027122	0.026289683	0.007544322	0.49064767	-0.00030845762	0.1158863	0.4931238	-0.022334421	0.042030312	0.033502623	0.07895619
ENSMUSG00000021203	-0.052546196	0.0031036588	0.18469419	-0.021378737	-0.034280147	0.3737611	-0.012768404	0.13821116	0.044729404	-0.10641235
ENSMUSG00000085419	-0.06518848	-0.017148037	0.15872483	-0.038280528	0.13444361	-0.19791882	0.09686859	0.0047415146	0.012808343	0.09143483
ENSMUSG00000021555	0.033818074	0.002691837	0.6009738	0.015373133	-0.020767737	0.44370776	0.05961727	0.11869346	0.013454147	0.015663426
ENSMUSG00000018102	-0.027027657	0.0053589214	0.1504268	0.09172496	0.39019156	0.56142336	0.13436116	0.20104526	0.04660478	0.05845032
ENSMUSG00000030760	-0.0076304823	0.003443308	-0.22836637	-0.032241832	0.09372047	-0.31927392	0.06590603	-0.1152612	0.0060623335	0.09116681
ENSMUSG00000105227	-0.019639341	0.004374612	-0.2344277	-0.015876155	-0.033466276	-0.47174144	-0.06787349	-0.17902179	0.0244591	0.08353685
ENSMUSG00000101621	0.0571856	-0.0453113	-0.19944933	-0.030770075	-0.05185847	-0.4384914	-0.1574175	-0.14865799	0.012881378	0.08814117
ENSMUSG00000116876	-0.03996659	-0.014115409	-0.0076817432	0.014998594	-0.063901454	0.45507908	0.009468519	0.15888444	0.0246257	-0.020101767
ENSMUSG00000036550	0.12900053	0.0029960526	0.65297616	0.17928715	0.09035348	0.46048835	0.035201143	0.16249529	0.006265705	0.060949452
ENSMUSG00000045394	-0.037094194	0.021206316	-0.12061271	-0.049484644	0.23102964	0.3248137	0.2079543	0.2527572	-0.026500449	-0.16280994
ENSMUSG00000021277	-0.06589736	0.0010156763	0.20251854	-0.01835901	-0.02034337	0.3475717	0.06050755	0.16451167	0.029651912	-0.10973493
ENSMUSG00000038770	-0.022533057	-0.015417491	-0.010698299	-0.012551708	-0.067631274	0.3690182	0.007572258	0.13233516	0.018557632	0.03140657
ENSMUSG00000113074	0.022007195	-5.9037546e-05	-0.060666025	-2.6739926e-05	-0.15692449	-0.2711667	-0.13018912	-0.15422162	-0.0031282022	0.0864395
ENSMUSG00000058952	-0.023089765	-0.022821555	-0.27933648	-0.003230627	-0.061916877	-0.15876351	0.030345265	-0.07678276	0.014609317	0.044659097
ENSMUSG00000020777	-0.05262064	-0.012412513	0.114568554	-0.018626329	-0.00055821915	0.47458738	0.067423046	0.10911143	0.027487915	0.026135039
ENSMUSG00000020537	0.010096071	0.003102666	0.79443824	0.032177653	-0.053222947	0.27685678	0.042397413	0.04058449	-0.0032462382	0.08241498
ENSMUSG00000091151	0.03236877	-0.022836251	-0.24065845	0.03638733	-0.16668446	-0.35229427	-0.0846725	-0.254549	-0.010403033	0.052047063
ENSMUSG00000013338	-0.059556086	0.0041332464	-0.19692895	-0.042304307	-0.019363672	-0.37041566	0.047826137	-0.16398309	0.017403584	0.07116115
ENSMUSG00000091721	0.031217733	-0.0020403108	-0.22837345	-0.051203888	-0.15127192	-0.4090622	-0.04867772	-0.081098534	0.02177879	0.08861307
ENSMUSG00000073910	-0.04962147	-0.0032067786	-0.038683627	-0.023898073	0.05791733	0.49014595	0.0013267304	0.25881538	0.03129924	-0.15793616
ENSMUSG00000053414	-0.07715953	0.020065328	0.37030208	-0.011434735	0.17890993	0.6678779	0.089136794	0.24829696	0.03915165	-0.1931942
ENSMUSG00000029097	-0.025882669	0.0047239573	0.74780554	-0.00972547	-0.032396834	0.33965728	-0.042848513	0.07707383	-0.0023194847	0.016264515
ENSMUSG00000024251	0.01235506	-0.0042634844	0.43024695	0.014238562	-0.060426533	0.45806783	0.028454408	0.18289867	0.014956306	0.048571855
ENSMUSG00000027300	-0.022278728	0.001299097	0.41664913	0.08744177	0.037217285	0.36982226	0.049135502	0.15284027	0.021976681	0.014692255
ENSMUSG00000040564	-0.052305516	0.0016618097	0.36443573	0.21050014	0.24400334	0.05540451	0.11195708	0.071832396	0.030669937	0.098941684
ENSMUSG00000087373	-0.06826313	0.0015609625	-0.23012143	0.09032043	-0.045058716	-0.2946923	0.078210875	-0.15675765	0.023504669	0.06220161
ENSMUSG00000022329	0.055734444	0.0014632249	-0.13799047	-0.032645386	0.045641016	-0.365096	-0.013963835	-0.058496635	0.033799656	0.09004376
ENSMUSG00000019080	-0.070269406	-0.0019403979	0.6745704	0.050844032	-0.037425548	0.2550621	0.09974784	0.087564245	0.0060621696	0.048185866
ENSMUSG00000017667	0.10835022	0.0036975816	-0.036159303	-0.02827679	0.10260672	0.30823576	0.11416761	0.19532086	0.002526808	-0.005052392
ENSMUSG00000117322	0.075648725	0.0014241638	-0.13367769	-0.019066665	0.4408344	0.3557687	0.18251978	0.15025951	-0.07722148	-0.01292783
ENSMUSG00000099009	-0.0057553593	-0.0016004412	-0.21703532	0.018974962	-0.11343287	-0.29421732	0.014006543	-0.07491156	0.012820921	0.069832325
ENSMUSG00000038963	-0.026263172	0.028983546	0.08401303	-0.009383048	0.11499821	0.482033	0.13709238	0.26226532	0.03673052	-0.20263147
ENSMUSG00000115620	0.004617518	-0.00239429	0.049985036	0.03769958	-0.09661255	-0.32831752	-0.07580574	-0.13465846	0.0096897455	0.05603019
ENSMUSG00000029447	0.063004725	-0.04717098	1.0689651	0.2108726	0.06937177	0.2795255	-0.71260566	0.05623177	-0.19522856	0.104755655
ENSMUSG00000001380	0.027584305	0.006723244	0.5599371	0.07723713	-0.042314477	0.35430965	0.0044897553	0.09222409	0.0033345546	0.06853638
ENSMUSG00000107132	-0.05610015	0.0048978166	-0.1843455	-0.04772164	0.13203385	-0.31616879	0.079738796	-0.12085919	-0.012205409	0.0698897
ENSMUSG00000027534	0.031046337	-0.0024414603	0.28890738	-0.025164824	-0.062927246	0.4091055	0.065179884	0.13613509	0.02562188	-0.012868712
ENSMUSG00000020283	0.04111227	0.010067604	0.1378454	0.0127130775	0.18156137	0.67759097	0.10134117	0.15028805	0.060371913	0.01811794
ENSMUSG00000042800	-0.012017646	-0.0019341914	-0.21146196	-0.013518628	-0.13896613	-0.36456093	-0.1499631	-0.16815424	0.016958812	0.13080676
ENSMUSG00000027556	0.042837474	-0.009089521	-0.2080881	-0.025740113	-0.1437574	-0.40124655	-0.06101614	-0.12685023	0.0056978967	0.06974001
ENSMUSG00000032596	0.00053522026	0.006287933	-0.23935427	0.19091347	-0.003951601	-0.27864042	0.049209557	-0.018587904	0.119449124	0.055256695
ENSMUSG00000019984	0.061165724	-0.020542251	0.7544612	0.00011315761	-0.109570086	0.28520212	-0.050936513	0.06876866	-0.05169009	0.07839754
ENSMUSG00000020877	-0.0054599536	-0.011585968	-0.09703106	-0.019729916	-0.026145382	0.22360219	0.08300839	0.06272948	0.0639328	0.024471035
ENSMUSG00000032449	0.13149302	0.0060748854	0.66210276	0.15657225	0.32395276	0.48969173	0.09411437	0.119112045	0.050200086	0.08092187
ENSMUSG00000117899	-0.04502258	0.01851383	0.138882	0.08393549	0.06907907	0.100631	0.13136958	0.066253	0.025292568	0.10550335
ENSMUSG00000108085	-0.015372555	0.0031043796	0.68834955	-0.016838307	0.083685234	-0.15798317	0.15645012	-0.005151407	0.029136986	0.10713062
ENSMUSG00000020823	-0.05395476	0.010386945	0.18009272	-0.00018432172	0.08416418	0.59542257	0.09782288	0.20563707	0.027975107	-0.07468166
ENSMUSG00000117199	0.024178242	0.00019972317	-0.12622122	0.03908121	-0.111572705	-0.27090642	-0.15073265	-0.18807395	0.005974237	0.07725299
ENSMUSG00000024787	-0.020323806	-0.0022205692	-0.056614608	-3.0368079e-05	0.14403717	0.38302025	0.08712831	0.23317069	-0.002275714	0.1011883
ENSMUSG00000085454	-0.064183444	0.044568893	-0.26284024	-0.05854876	0.15316977	0.29885525	0.361609	0.23666513	-0.08513995	-0.29904428
ENSMUSG00000026734	-0.029842518	-0.02728123	-0.32540601	-0.02382669	-0.118567854	-0.0013591283	-0.0029876216	0.15923387	0.024585504	0.011763691
ENSMUSG00000003234	-0.04259888	-0.004740346	0.59925824	0.09940142	-0.07133058	0.32558158	0.019110968	0.15782206	-0.015118862	0.041752577
ENSMUSG00000029676	0.06959202	-0.0053043775	0.5768096	0.07793652	-0.07176898	0.29814523	-0.024746645	0.09530614	-0.042416126	0.10122639
ENSMUSG00000112898	-0.041596122	0.033782672	-0.17725137	-0.010972255	-0.15239945	-0.024033118	-0.06470334	-0.09762983	0.025570612	0.13654967
ENSMUSG00000029821	0.0026167275	0.0049042157	-0.10595181	-0.064278685	0.08208372	-0.33474094	-0.0024081094	-0.057832483	0.021927105	0.096736304
ENSMUSG00000026839	-0.03013887	0.0060866303	-0.13878272	-0.071618736	0.013261871	0.38495445	-0.00067324296	0.32443538	0.026678635	-0.27019283
ENSMUSG00000031788	0.014492024	0.006866458	-0.11625764	-0.053100087	0.11919397	-0.2125228	0.09442999	-0.08670244	0.002654287	0.051938016
ENSMUSG00000095432	0.009416336	0.01098674	0.15725541	0.026532423	0.25775048	0.36594123	0.07590109	0.051880293	0.045875583	0.075530276
ENSMUSG00000041431	0.006380449	0.010336431	0.66348976	0.10603532	0.4584798	0.4797317	0.17179069	0.08952889	0.042079814	0.10193079
ENSMUSG00000022750	-0.062893584	0.05445266	0.48384494	-0.036184873	-0.015414233	0.22934349	0.04652884	0.14065708	0.0391681	-0.12757051
ENSMUSG00000056492	-0.022313816	-0.013049269	-0.2375011	-0.012735897	-0.06400548	-0.24541312	-0.07589242	-0.03176327	0.023142738	0.036732092
ENSMUSG00000022253	0.019999875	0.00063258404	0.25509372	-0.011639604	0.14482355	0.5202232	0.04726019	0.17573602	0.055401877	-0.0059319655
ENSMUSG00000026617	0.031469747	0.0009253089	0.60458255	0.002091878	0.042477164	0.21766269	0.030311543	0.05451712	0.017811185	0.06627069
ENSMUSG00000085723	-0.035251424	-0.0066606808	-0.17247215	-0.009305846	0.04313815	-0.05222966	0.041992936	-0.006926422	0.003603898	0.06869252
ENSMUSG00000114415	-0.08476867	0.0060572894	0.1619242	-0.018370885	0.21668302	-0.23990217	0.14807118	-0.1246165	0.0023301647	0.07359118
ENSMUSG00000005716	0.033660162	0.036809932	-0.3960797	-0.08930476	0.09850942	-0.3331909	0.13458395	-0.044483982	0.049032673	0.060054574
ENSMUSG00000020526	-0.0076357457	0.00040114377	0.67151976	0.0039246795	0.32941175	0.47673452	0.10199099	0.020624187	0.04941354	0.13273494
ENSMUSG00000078586	-0.05110941	0.0029435125	-0.2555792	-0.024045382	-0.09001141	-0.33601758	0.18888482	-0.070537925	0.041177176	0.058875997
ENSMUSG00000057933	-0.050494272	-0.013949599	-0.20768408	0.008278831	-0.09299195	-0.27251273	0.044243913	0.008804504	0.009831837	0.072803535
ENSMUSG00000034282	0.181223	0.02688012	-0.44333416	-0.07942806	0.20447414	0.11437739	0.27501446	0.059810042	-0.10490218	-0.12713076
ENSMUSG00000017677	0.05863888	0.012343087	0.537651	0.00810331	0.21695039	0.4737205	0.045159303	0.2046736	0.057560004	-0.013661399
